"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"02.03.2022 05:00 - 02.03.2022 06:00","28088","28714"
"02.03.2022 06:00 - 02.03.2022 07:00","32978","34108"
"02.03.2022 07:00 - 02.03.2022 08:00","38351","39557"
"02.03.2022 08:00 - 02.03.2022 09:00","43582","43596"
"02.03.2022 09:00 - 02.03.2022 10:00","44583","44404"
"02.03.2022 10:00 - 02.03.2022 11:00","44215","43356"
"02.03.2022 11:00 - 02.03.2022 12:00","43906","42546"
"02.03.2022 12:00 - 02.03.2022 13:00","41425","40234"
"02.03.2022 13:00 - 02.03.2022 14:00","40745","39969"
"02.03.2022 14:00 - 02.03.2022 15:00","41681","40868"
"02.03.2022 15:00 - 02.03.2022 16:00","42154","42030"
"02.03.2022 16:00 - 02.03.2022 17:00","41928","42694"
"02.03.2022 17:00 - 02.03.2022 18:00","41647","42671"
"02.03.2022 18:00 - 02.03.2022 19:00","42544","44807"
"02.03.2022 19:00 - 02.03.2022 20:00","43522","45002"
"02.03.2022 20:00 - 02.03.2022 21:00","41292","42542"
"02.03.2022 21:00 - 02.03.2022 22:00","38584","39223"
"02.03.2022 22:00 - 02.03.2022 23:00","34537","35091"
"02.03.2022 23:00 - 03.03.2022 00:00","31024","31502"
"03.03.2022 00:00 - 03.03.2022 01:00","28469","28984"
"03.03.2022 01:00 - 03.03.2022 02:00","26762","27330"
"03.03.2022 02:00 - 03.03.2022 03:00","26060","26389"
"03.03.2022 03:00 - 03.03.2022 04:00","25906","26302"
"03.03.2022 04:00 - 03.03.2022 05:00","26348","26667"
"03.03.2022 05:00 - 03.03.2022 06:00","28280","28489"
"03.03.2022 06:00 - 03.03.2022 07:00","33673","33704"
"03.03.2022 07:00 - 03.03.2022 08:00","39601","39041"
"03.03.2022 08:00 - 03.03.2022 09:00","43462","43256"
"03.03.2022 09:00 - 03.03.2022 10:00","43934","44136"
"03.03.2022 10:00 - 03.03.2022 11:00","42930","43636"
"03.03.2022 11:00 - 03.03.2022 12:00","42141","42669"
"03.03.2022 12:00 - 03.03.2022 13:00","40166","40199"
"03.03.2022 13:00 - 03.03.2022 14:00","39416","39674"
"03.03.2022 14:00 - 03.03.2022 15:00","40225","40402"
"03.03.2022 15:00 - 03.03.2022 16:00","41224","41105"
"03.03.2022 16:00 - 03.03.2022 17:00","42239","41574"
"03.03.2022 17:00 - 03.03.2022 18:00","41517","41529"
"03.03.2022 18:00 - 03.03.2022 19:00","42302","43601"
"03.03.2022 19:00 - 03.03.2022 20:00","43680","43791"
"03.03.2022 20:00 - 03.03.2022 21:00","41640","41470"
"03.03.2022 21:00 - 03.03.2022 22:00","38894","38364"
"03.03.2022 22:00 - 03.03.2022 23:00","34994","34404"
"03.03.2022 23:00 - 04.03.2022 00:00","31449","31049"
"04.03.2022 00:00 - 04.03.2022 01:00","29280","28558"
"04.03.2022 01:00 - 04.03.2022 02:00","27544","26741"
"04.03.2022 02:00 - 04.03.2022 03:00","26633","25842"
"04.03.2022 03:00 - 04.03.2022 04:00","26260","25555"
"04.03.2022 04:00 - 04.03.2022 05:00","26726","26099"
"04.03.2022 05:00 - 04.03.2022 06:00","28243","28206"
"04.03.2022 06:00 - 04.03.2022 07:00","32769","33057"
"04.03.2022 07:00 - 04.03.2022 08:00","38109","38741"
"04.03.2022 08:00 - 04.03.2022 09:00","42776","42866"
"04.03.2022 09:00 - 04.03.2022 10:00","43774","44008"
"04.03.2022 10:00 - 04.03.2022 11:00","43021","43242"
"04.03.2022 11:00 - 04.03.2022 12:00","42084","42386"
"04.03.2022 12:00 - 04.03.2022 13:00","39604","40125"
"04.03.2022 13:00 - 04.03.2022 14:00","38403","39942"
"04.03.2022 14:00 - 04.03.2022 15:00","38635","40948"
"04.03.2022 15:00 - 04.03.2022 16:00","39865","41236"
"04.03.2022 16:00 - 04.03.2022 17:00","40177","41377"
"04.03.2022 17:00 - 04.03.2022 18:00","40341","41475"
"04.03.2022 18:00 - 04.03.2022 19:00","42616","43515"
"04.03.2022 19:00 - 04.03.2022 20:00","44355","43770"
"04.03.2022 20:00 - 04.03.2022 21:00","42381","41005"
"04.03.2022 21:00 - 04.03.2022 22:00","39260","37755"
"04.03.2022 22:00 - 04.03.2022 23:00","35457","34060"
"04.03.2022 23:00 - 05.03.2022 00:00","31564","30824"
"05.03.2022 00:00 - 05.03.2022 01:00","28193","28280"
"05.03.2022 01:00 - 05.03.2022 02:00","26363","26670"
"05.03.2022 02:00 - 05.03.2022 03:00","25097","25685"
"05.03.2022 03:00 - 05.03.2022 04:00","24823","25355"
"05.03.2022 04:00 - 05.03.2022 05:00","24942","25257"
"05.03.2022 05:00 - 05.03.2022 06:00","26024","26119"
"05.03.2022 06:00 - 05.03.2022 07:00","28321","28501"
"05.03.2022 07:00 - 05.03.2022 08:00","31469","31682"
"05.03.2022 08:00 - 05.03.2022 09:00","34324","35164"
"05.03.2022 09:00 - 05.03.2022 10:00","35521","36807"
"05.03.2022 10:00 - 05.03.2022 11:00","35275","36894"
"05.03.2022 11:00 - 05.03.2022 12:00","34199","35951"
"05.03.2022 12:00 - 05.03.2022 13:00","32440","34055"
"05.03.2022 13:00 - 05.03.2022 14:00","30599","32273"
"05.03.2022 14:00 - 05.03.2022 15:00","29762","31138"
"05.03.2022 15:00 - 05.03.2022 16:00","30032","30804"
"05.03.2022 16:00 - 05.03.2022 17:00","30712","31354"
"05.03.2022 17:00 - 05.03.2022 18:00","32368","32811"
"05.03.2022 18:00 - 05.03.2022 19:00","35566","36764"
"05.03.2022 19:00 - 05.03.2022 20:00","36492","37981"
"05.03.2022 20:00 - 05.03.2022 21:00","34282","35553"
"05.03.2022 21:00 - 05.03.2022 22:00","31492","32591"
"05.03.2022 22:00 - 05.03.2022 23:00","28946","30115"
"05.03.2022 23:00 - 06.03.2022 00:00","26566","27423"
"06.03.2022 00:00 - 06.03.2022 01:00","25226","25294"
"06.03.2022 01:00 - 06.03.2022 02:00","23685","23747"
"06.03.2022 02:00 - 06.03.2022 03:00","22612","22584"
"06.03.2022 03:00 - 06.03.2022 04:00","22117","22153"
"06.03.2022 04:00 - 06.03.2022 05:00","21878","22200"
"06.03.2022 05:00 - 06.03.2022 06:00","22383","22774"
"06.03.2022 06:00 - 06.03.2022 07:00","23625","23633"
"06.03.2022 07:00 - 06.03.2022 08:00","24603","24970"
"06.03.2022 08:00 - 06.03.2022 09:00","26985","27793"
"06.03.2022 09:00 - 06.03.2022 10:00","28556","29528"
"06.03.2022 10:00 - 06.03.2022 11:00","29586","29967"
"06.03.2022 11:00 - 06.03.2022 12:00","29865","30006"
"06.03.2022 12:00 - 06.03.2022 13:00","29165","29206"
"06.03.2022 13:00 - 06.03.2022 14:00","27631","28250"
"06.03.2022 14:00 - 06.03.2022 15:00","26624","27889"
"06.03.2022 15:00 - 06.03.2022 16:00","26759","27724"
"06.03.2022 16:00 - 06.03.2022 17:00","27260","27779"
"06.03.2022 17:00 - 06.03.2022 18:00","28728","29235"
"06.03.2022 18:00 - 06.03.2022 19:00","32898","33341"
"06.03.2022 19:00 - 06.03.2022 20:00","35104","34999"
"06.03.2022 20:00 - 06.03.2022 21:00","33874","33772"
"06.03.2022 21:00 - 06.03.2022 22:00","31780","31720"
"06.03.2022 22:00 - 06.03.2022 23:00","29520","29189"
"06.03.2022 23:00 - 07.03.2022 00:00","26639","26237"
"07.03.2022 00:00 - 07.03.2022 01:00","24406","24097"
"07.03.2022 01:00 - 07.03.2022 02:00","23304","22765"
"07.03.2022 02:00 - 07.03.2022 03:00","22565","22137"
"07.03.2022 03:00 - 07.03.2022 04:00","22111","22300"
"07.03.2022 04:00 - 07.03.2022 05:00","22563","22924"
"07.03.2022 05:00 - 07.03.2022 06:00","25211","25677"
"07.03.2022 06:00 - 07.03.2022 07:00","30354","32024"
"07.03.2022 07:00 - 07.03.2022 08:00","36893","38052"
"07.03.2022 08:00 - 07.03.2022 09:00","42255","42635"
"07.03.2022 09:00 - 07.03.2022 10:00","44151","43997"
"07.03.2022 10:00 - 07.03.2022 11:00","43860","43335"
"07.03.2022 11:00 - 07.03.2022 12:00","43043","42888"
"07.03.2022 12:00 - 07.03.2022 13:00","40959","41082"
"07.03.2022 13:00 - 07.03.2022 14:00","40519","40939"
"07.03.2022 14:00 - 07.03.2022 15:00","41809","41571"
"07.03.2022 15:00 - 07.03.2022 16:00","42117","42145"
"07.03.2022 16:00 - 07.03.2022 17:00","42524","42193"
"07.03.2022 17:00 - 07.03.2022 18:00","42383","41903"
"07.03.2022 18:00 - 07.03.2022 19:00","43669","43387"
"07.03.2022 19:00 - 07.03.2022 20:00","44163","44059"
"07.03.2022 20:00 - 07.03.2022 21:00","41577","41634"
"07.03.2022 21:00 - 07.03.2022 22:00","38661","38476"
"07.03.2022 22:00 - 07.03.2022 23:00","34684","34409"
"07.03.2022 23:00 - 08.03.2022 00:00","31190","30979"
"08.03.2022 00:00 - 08.03.2022 01:00","28398","28282"
"08.03.2022 01:00 - 08.03.2022 02:00","26734","26437"
"08.03.2022 02:00 - 08.03.2022 03:00","25861","25730"
"08.03.2022 03:00 - 08.03.2022 04:00","25973","25509"
"08.03.2022 04:00 - 08.03.2022 05:00","26330","25877"
"08.03.2022 05:00 - 08.03.2022 06:00","28096","27667"
"08.03.2022 06:00 - 08.03.2022 07:00","33039","32906"
"08.03.2022 07:00 - 08.03.2022 08:00","38345","39006"
"08.03.2022 08:00 - 08.03.2022 09:00","42947","44510"
"08.03.2022 09:00 - 08.03.2022 10:00","44118","46824"
"08.03.2022 10:00 - 08.03.2022 11:00","43514","46441"
"08.03.2022 11:00 - 08.03.2022 12:00","43473","45429"
"08.03.2022 12:00 - 08.03.2022 13:00","41744","42489"
"08.03.2022 13:00 - 08.03.2022 14:00","40643","41839"
"08.03.2022 14:00 - 08.03.2022 15:00","41795","42452"
"08.03.2022 15:00 - 08.03.2022 16:00","42117","43046"
"08.03.2022 16:00 - 08.03.2022 17:00","42625","42731"
"08.03.2022 17:00 - 08.03.2022 18:00","42640","42046"
"08.03.2022 18:00 - 08.03.2022 19:00","43499","43778"
"08.03.2022 19:00 - 08.03.2022 20:00","44887","44561"
"08.03.2022 20:00 - 08.03.2022 21:00","42456","41794"
"08.03.2022 21:00 - 08.03.2022 22:00","39498","38413"
"08.03.2022 22:00 - 08.03.2022 23:00","35647","34754"
"08.03.2022 23:00 - 09.03.2022 00:00","31786","31431"
"09.03.2022 00:00 - 09.03.2022 01:00","29196","28592"
"09.03.2022 01:00 - 09.03.2022 02:00","27186","26921"
"09.03.2022 02:00 - 09.03.2022 03:00","26390","26115"
"09.03.2022 03:00 - 09.03.2022 04:00","26016","25971"
"09.03.2022 04:00 - 09.03.2022 05:00","26186","26453"
"09.03.2022 05:00 - 09.03.2022 06:00","27887","28477"
"09.03.2022 06:00 - 09.03.2022 07:00","32728","33716"
"09.03.2022 07:00 - 09.03.2022 08:00","38623","39290"
"09.03.2022 08:00 - 09.03.2022 09:00","44167","43345"
"09.03.2022 09:00 - 09.03.2022 10:00","46603","44358"
"09.03.2022 10:00 - 09.03.2022 11:00","46165","43421"
"09.03.2022 11:00 - 09.03.2022 12:00","45757","42791"
"09.03.2022 12:00 - 09.03.2022 13:00","42818","40320"
"09.03.2022 13:00 - 09.03.2022 14:00","41295","39840"
"09.03.2022 14:00 - 09.03.2022 15:00","41526","40550"
"09.03.2022 15:00 - 09.03.2022 16:00","42211","41017"
"09.03.2022 16:00 - 09.03.2022 17:00","42544","41088"
"09.03.2022 17:00 - 09.03.2022 18:00","42603","40813"
"09.03.2022 18:00 - 09.03.2022 19:00","43522","43019"
"09.03.2022 19:00 - 09.03.2022 20:00","45309","43717"
"09.03.2022 20:00 - 09.03.2022 21:00","43561","41255"
"09.03.2022 21:00 - 09.03.2022 22:00","40325","38090"
"09.03.2022 22:00 - 09.03.2022 23:00","36072","34375"
"09.03.2022 23:00 - 10.03.2022 00:00","32293","30904"
"10.03.2022 00:00 - 10.03.2022 01:00","28590","27928"
"10.03.2022 01:00 - 10.03.2022 02:00","26849","26219"
"10.03.2022 02:00 - 10.03.2022 03:00","25998","25463"
"10.03.2022 03:00 - 10.03.2022 04:00","25767","25193"
"10.03.2022 04:00 - 10.03.2022 05:00","26477","25694"
"10.03.2022 05:00 - 10.03.2022 06:00","28461","27764"
"10.03.2022 06:00 - 10.03.2022 07:00","33498","32859"
"10.03.2022 07:00 - 10.03.2022 08:00","38993","38635"
"10.03.2022 08:00 - 10.03.2022 09:00","42863","42374"
"10.03.2022 09:00 - 10.03.2022 10:00","44025","42781"
"10.03.2022 10:00 - 10.03.2022 11:00","42912","41694"
"10.03.2022 11:00 - 10.03.2022 12:00","41785","40741"
"10.03.2022 12:00 - 10.03.2022 13:00","39672","38411"
"10.03.2022 13:00 - 10.03.2022 14:00","39550","38115"
"10.03.2022 14:00 - 10.03.2022 15:00","40205","39149"
"10.03.2022 15:00 - 10.03.2022 16:00","41400","39696"
"10.03.2022 16:00 - 10.03.2022 17:00","41819","40159"
"10.03.2022 17:00 - 10.03.2022 18:00","42321","39860"
"10.03.2022 18:00 - 10.03.2022 19:00","43025","42117"
"10.03.2022 19:00 - 10.03.2022 20:00","44414","43156"
"10.03.2022 20:00 - 10.03.2022 21:00","42292","40621"
"10.03.2022 21:00 - 10.03.2022 22:00","39174","37557"
"10.03.2022 22:00 - 10.03.2022 23:00","35132","33310"
"10.03.2022 23:00 - 11.03.2022 00:00","31524","30296"
"11.03.2022 00:00 - 11.03.2022 01:00","28327","27557"
"11.03.2022 01:00 - 11.03.2022 02:00","26472","25795"
"11.03.2022 02:00 - 11.03.2022 03:00","25683","24994"
"11.03.2022 03:00 - 11.03.2022 04:00","25213","24734"
"11.03.2022 04:00 - 11.03.2022 05:00","25637","25238"
"11.03.2022 05:00 - 11.03.2022 06:00","27303","27193"
"11.03.2022 06:00 - 11.03.2022 07:00","31949","31912"
"11.03.2022 07:00 - 11.03.2022 08:00","37389","37326"
"11.03.2022 08:00 - 11.03.2022 09:00","41586","41527"
"11.03.2022 09:00 - 11.03.2022 10:00","42264","42791"
"11.03.2022 10:00 - 11.03.2022 11:00","41175","42451"
"11.03.2022 11:00 - 11.03.2022 12:00","40125","42060"
"11.03.2022 12:00 - 11.03.2022 13:00","38725","40103"
"11.03.2022 13:00 - 11.03.2022 14:00","37921","39234"
"11.03.2022 14:00 - 11.03.2022 15:00","38940","40542"
"11.03.2022 15:00 - 11.03.2022 16:00","39952","40448"
"11.03.2022 16:00 - 11.03.2022 17:00","39950","40624"
"11.03.2022 17:00 - 11.03.2022 18:00","39960","40244"
"11.03.2022 18:00 - 11.03.2022 19:00","41172","42206"
"11.03.2022 19:00 - 11.03.2022 20:00","42566","43059"
"11.03.2022 20:00 - 11.03.2022 21:00","40258","40273"
"11.03.2022 21:00 - 11.03.2022 22:00","37206","37141"
"11.03.2022 22:00 - 11.03.2022 23:00","33787","33328"
"11.03.2022 23:00 - 12.03.2022 00:00","30306","30244"
"12.03.2022 00:00 - 12.03.2022 01:00","27880","27477"
"12.03.2022 01:00 - 12.03.2022 02:00","25921","25750"
"12.03.2022 02:00 - 12.03.2022 03:00","24871","24854"
"12.03.2022 03:00 - 12.03.2022 04:00","24317","24697"
"12.03.2022 04:00 - 12.03.2022 05:00","23928","24693"
"12.03.2022 05:00 - 12.03.2022 06:00","24649","25399"
"12.03.2022 06:00 - 12.03.2022 07:00","27443","27525"
"12.03.2022 07:00 - 12.03.2022 08:00","30491","30285"
"12.03.2022 08:00 - 12.03.2022 09:00","32736","33479"
"12.03.2022 09:00 - 12.03.2022 10:00","34531","34872"
"12.03.2022 10:00 - 12.03.2022 11:00","34804","34335"
"12.03.2022 11:00 - 12.03.2022 12:00","33931","32886"
"12.03.2022 12:00 - 12.03.2022 13:00","32376","31166"
"12.03.2022 13:00 - 12.03.2022 14:00","30684","29263"
"12.03.2022 14:00 - 12.03.2022 15:00","29946","29523"
"12.03.2022 15:00 - 12.03.2022 16:00","29981","29989"
"12.03.2022 16:00 - 12.03.2022 17:00","30475","30746"
"12.03.2022 17:00 - 12.03.2022 18:00","31712","32102"
"12.03.2022 18:00 - 12.03.2022 19:00","33982","35559"
"12.03.2022 19:00 - 12.03.2022 20:00","37010","37410"
"12.03.2022 20:00 - 12.03.2022 21:00","34751","34866"
"12.03.2022 21:00 - 12.03.2022 22:00","31884","32166"
"12.03.2022 22:00 - 12.03.2022 23:00","29257","29470"
"12.03.2022 23:00 - 13.03.2022 00:00","26708","26883"
"13.03.2022 00:00 - 13.03.2022 01:00","24593","24793"
"13.03.2022 01:00 - 13.03.2022 02:00","22854","23096"
"13.03.2022 02:00 - 13.03.2022 03:00","21834","22156"
"13.03.2022 03:00 - 13.03.2022 04:00","21433","21774"
"13.03.2022 04:00 - 13.03.2022 05:00","21386","21689"
"13.03.2022 05:00 - 13.03.2022 06:00","21759","22351"
"13.03.2022 06:00 - 13.03.2022 07:00","22345","22785"
"13.03.2022 07:00 - 13.03.2022 08:00","23389","23972"
"13.03.2022 08:00 - 13.03.2022 09:00","25436","26205"
"13.03.2022 09:00 - 13.03.2022 10:00","27456","27699"
"13.03.2022 10:00 - 13.03.2022 11:00","29218","28308"
"13.03.2022 11:00 - 13.03.2022 12:00","30323","28136"
"13.03.2022 12:00 - 13.03.2022 13:00","30431","28191"
"13.03.2022 13:00 - 13.03.2022 14:00","28317","26858"
"13.03.2022 14:00 - 13.03.2022 15:00","27178","26805"
"13.03.2022 15:00 - 13.03.2022 16:00","27224","26815"
"13.03.2022 16:00 - 13.03.2022 17:00","27640","27240"
"13.03.2022 17:00 - 13.03.2022 18:00","28478","28279"
"13.03.2022 18:00 - 13.03.2022 19:00","30443","31761"
"13.03.2022 19:00 - 13.03.2022 20:00","33570","33918"
"13.03.2022 20:00 - 13.03.2022 21:00","32931","32549"
"13.03.2022 21:00 - 13.03.2022 22:00","30841","30431"
"13.03.2022 22:00 - 13.03.2022 23:00","28378","27904"
"13.03.2022 23:00 - 14.03.2022 00:00","25411","25431"
"14.03.2022 00:00 - 14.03.2022 01:00","23581","23501"
"14.03.2022 01:00 - 14.03.2022 02:00","22209","22176"
"14.03.2022 02:00 - 14.03.2022 03:00","21747","21439"
"14.03.2022 03:00 - 14.03.2022 04:00","21621","21523"
"14.03.2022 04:00 - 14.03.2022 05:00","21571","22017"
"14.03.2022 05:00 - 14.03.2022 06:00","23565","24399"
"14.03.2022 06:00 - 14.03.2022 07:00","29171","29807"
"14.03.2022 07:00 - 14.03.2022 08:00","35915","35475"
"14.03.2022 08:00 - 14.03.2022 09:00","40463","39827"
"14.03.2022 09:00 - 14.03.2022 10:00","41928","41207"
"14.03.2022 10:00 - 14.03.2022 11:00","41767","40636"
"14.03.2022 11:00 - 14.03.2022 12:00","41521","39887"
"14.03.2022 12:00 - 14.03.2022 13:00","39599","37807"
"14.03.2022 13:00 - 14.03.2022 14:00","38635","38158"
"14.03.2022 14:00 - 14.03.2022 15:00","39938","39370"
"14.03.2022 15:00 - 14.03.2022 16:00","40308","39679"
"14.03.2022 16:00 - 14.03.2022 17:00","40436","39885"
"14.03.2022 17:00 - 14.03.2022 18:00","40583","39307"
"14.03.2022 18:00 - 14.03.2022 19:00","41814","41137"
"14.03.2022 19:00 - 14.03.2022 20:00","42983","42050"
"14.03.2022 20:00 - 14.03.2022 21:00","40584","39767"
"14.03.2022 21:00 - 14.03.2022 22:00","37621","37047"
"14.03.2022 22:00 - 14.03.2022 23:00","33825","33256"
"14.03.2022 23:00 - 15.03.2022 00:00","30488","30167"
"15.03.2022 00:00 - 15.03.2022 01:00","26178","27560"
"15.03.2022 01:00 - 15.03.2022 02:00","24860","26344"
"15.03.2022 02:00 - 15.03.2022 03:00","24235","25434"
"15.03.2022 03:00 - 15.03.2022 04:00","24242","25142"
"15.03.2022 04:00 - 15.03.2022 05:00","24555","25537"
"15.03.2022 05:00 - 15.03.2022 06:00","26354","27230"
"15.03.2022 06:00 - 15.03.2022 07:00","30976","31746"
"15.03.2022 07:00 - 15.03.2022 08:00","36214","36956"
"15.03.2022 08:00 - 15.03.2022 09:00","40654","41404"
"15.03.2022 09:00 - 15.03.2022 10:00","41524","42317"
"15.03.2022 10:00 - 15.03.2022 11:00","41105","42454"
"15.03.2022 11:00 - 15.03.2022 12:00","40574","41964"
"15.03.2022 12:00 - 15.03.2022 13:00","39094","40251"
"15.03.2022 13:00 - 15.03.2022 14:00","38876","40303"
"15.03.2022 14:00 - 15.03.2022 15:00","39805","40647"
"15.03.2022 15:00 - 15.03.2022 16:00","40798","40565"
"15.03.2022 16:00 - 15.03.2022 17:00","40807","40376"
"15.03.2022 17:00 - 15.03.2022 18:00","40780","39925"
"15.03.2022 18:00 - 15.03.2022 19:00","41589","41618"
"15.03.2022 19:00 - 15.03.2022 20:00","42686","42762"
"15.03.2022 20:00 - 15.03.2022 21:00","39826","40124"
"15.03.2022 21:00 - 15.03.2022 22:00","36455","36975"
"15.03.2022 22:00 - 15.03.2022 23:00","32387","33038"
"15.03.2022 23:00 - 16.03.2022 00:00","29196","30002"
"16.03.2022 00:00 - 16.03.2022 01:00","27833","27434"
"16.03.2022 01:00 - 16.03.2022 02:00","26578","25849"
"16.03.2022 02:00 - 16.03.2022 03:00","25599","25177"
"16.03.2022 03:00 - 16.03.2022 04:00","25514","25069"
"16.03.2022 04:00 - 16.03.2022 05:00","25826","25389"
"16.03.2022 05:00 - 16.03.2022 06:00","27569","27176"
"16.03.2022 06:00 - 16.03.2022 07:00","32680","31702"
"16.03.2022 07:00 - 16.03.2022 08:00","37750","36786"
"16.03.2022 08:00 - 16.03.2022 09:00","41301","40779"
"16.03.2022 09:00 - 16.03.2022 10:00","42254","41461"
"16.03.2022 10:00 - 16.03.2022 11:00","41295","40842"
"16.03.2022 11:00 - 16.03.2022 12:00","40456","40311"
"16.03.2022 12:00 - 16.03.2022 13:00","38475","38909"
"16.03.2022 13:00 - 16.03.2022 14:00","38651","38555"
"16.03.2022 14:00 - 16.03.2022 15:00","39370","39137"
"16.03.2022 15:00 - 16.03.2022 16:00","39746","39383"
"16.03.2022 16:00 - 16.03.2022 17:00","39950","39582"
"16.03.2022 17:00 - 16.03.2022 18:00","39836","39388"
"16.03.2022 18:00 - 16.03.2022 19:00","41472","41185"
"16.03.2022 19:00 - 16.03.2022 20:00","43000","42381"
"16.03.2022 20:00 - 16.03.2022 21:00","40574","39916"
"16.03.2022 21:00 - 16.03.2022 22:00","37787","36820"
"16.03.2022 22:00 - 16.03.2022 23:00","34150","33125"
"16.03.2022 23:00 - 17.03.2022 00:00","30591","30000"
"17.03.2022 00:00 - 17.03.2022 01:00","27439","27264"
"17.03.2022 01:00 - 17.03.2022 02:00","25962","25904"
"17.03.2022 02:00 - 17.03.2022 03:00","25159","25173"
"17.03.2022 03:00 - 17.03.2022 04:00","24953","24967"
"17.03.2022 04:00 - 17.03.2022 05:00","25160","25293"
"17.03.2022 05:00 - 17.03.2022 06:00","26695","26920"
"17.03.2022 06:00 - 17.03.2022 07:00","31078","31274"
"17.03.2022 07:00 - 17.03.2022 08:00","36180","36354"
"17.03.2022 08:00 - 17.03.2022 09:00","40980","40569"
"17.03.2022 09:00 - 17.03.2022 10:00","42408","41769"
"17.03.2022 10:00 - 17.03.2022 11:00","42004","41476"
"17.03.2022 11:00 - 17.03.2022 12:00","41212","41562"
"17.03.2022 12:00 - 17.03.2022 13:00","38923","39239"
"17.03.2022 13:00 - 17.03.2022 14:00","38537","38701"
"17.03.2022 14:00 - 17.03.2022 15:00","39730","39494"
"17.03.2022 15:00 - 17.03.2022 16:00","40032","39902"
"17.03.2022 16:00 - 17.03.2022 17:00","39818","40046"
"17.03.2022 17:00 - 17.03.2022 18:00","39848","39467"
"17.03.2022 18:00 - 17.03.2022 19:00","41057","41283"
"17.03.2022 19:00 - 17.03.2022 20:00","42642","41998"
"17.03.2022 20:00 - 17.03.2022 21:00","40492","39687"
"17.03.2022 21:00 - 17.03.2022 22:00","37292","36850"
"17.03.2022 22:00 - 17.03.2022 23:00","33410","33042"
"17.03.2022 23:00 - 18.03.2022 00:00","30042","29954"
"18.03.2022 00:00 - 18.03.2022 01:00","27428","27171"
"18.03.2022 01:00 - 18.03.2022 02:00","25806","25717"
"18.03.2022 02:00 - 18.03.2022 03:00","25027","24761"
"18.03.2022 03:00 - 18.03.2022 04:00","24777","24745"
"18.03.2022 04:00 - 18.03.2022 05:00","24965","25147"
"18.03.2022 05:00 - 18.03.2022 06:00","26796","26855"
"18.03.2022 06:00 - 18.03.2022 07:00","30832","31186"
"18.03.2022 07:00 - 18.03.2022 08:00","35676","36068"
"18.03.2022 08:00 - 18.03.2022 09:00","40310","39976"
"18.03.2022 09:00 - 18.03.2022 10:00","41756","40793"
"18.03.2022 10:00 - 18.03.2022 11:00","41106","40018"
"18.03.2022 11:00 - 18.03.2022 12:00","41051","40133"
"18.03.2022 12:00 - 18.03.2022 13:00","38582","38358"
"18.03.2022 13:00 - 18.03.2022 14:00","37587","38014"
"18.03.2022 14:00 - 18.03.2022 15:00","38114","38805"
"18.03.2022 15:00 - 18.03.2022 16:00","38673","38818"
"18.03.2022 16:00 - 18.03.2022 17:00","38964","39229"
"18.03.2022 17:00 - 18.03.2022 18:00","39181","38957"
"18.03.2022 18:00 - 18.03.2022 19:00","39757","40503"
"18.03.2022 19:00 - 18.03.2022 20:00","41683","41575"
