"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Hungary (HU)","Actual Total Load [MW] - Hungary (HU)"
"29.09.2022 22:45 - 29.09.2022 23:00","4466","4693"
"29.09.2022 23:00 - 29.09.2022 23:15","4439","4668"
"29.09.2022 23:15 - 29.09.2022 23:30","4389","4626"
"29.09.2022 23:30 - 29.09.2022 23:45","4374","4611"
"29.09.2022 23:45 - 30.09.2022 00:00","4291","4515"
"30.09.2022 00:00 - 30.09.2022 00:15","4225","4395"
"30.09.2022 00:15 - 30.09.2022 00:30","4174","4353"
"30.09.2022 00:30 - 30.09.2022 00:45","4157","4344"
"30.09.2022 00:45 - 30.09.2022 01:00","4088","4293"
"30.09.2022 01:00 - 30.09.2022 01:15","4049","4234"
"30.09.2022 01:15 - 30.09.2022 01:30","3982","4182"
"30.09.2022 01:30 - 30.09.2022 01:45","3910","4139"
"30.09.2022 01:45 - 30.09.2022 02:00","3949","4084"
"30.09.2022 02:00 - 30.09.2022 02:15","3892","4023"
"30.09.2022 02:15 - 30.09.2022 02:30","3889","4031"
"30.09.2022 02:30 - 30.09.2022 02:45","3853","4004"
"30.09.2022 02:45 - 30.09.2022 03:00","3866","3974"
"30.09.2022 03:00 - 30.09.2022 03:15","3825","3980"
"30.09.2022 03:15 - 30.09.2022 03:30","3797","3983"
"30.09.2022 03:30 - 30.09.2022 03:45","3792","3973"
"30.09.2022 03:45 - 30.09.2022 04:00","3800","3940"
"30.09.2022 04:00 - 30.09.2022 04:15","3816","3999"
"30.09.2022 04:15 - 30.09.2022 04:30","3874","4031"
"30.09.2022 04:30 - 30.09.2022 04:45","3904","4091"
"30.09.2022 04:45 - 30.09.2022 05:00","3906","4125"
"30.09.2022 05:00 - 30.09.2022 05:15","3991","4224"
"30.09.2022 05:15 - 30.09.2022 05:30","4088","4303"
"30.09.2022 05:30 - 30.09.2022 05:45","4207","4406"
"30.09.2022 05:45 - 30.09.2022 06:00","4269","4507"
"30.09.2022 06:00 - 30.09.2022 06:15","4554","4778"
"30.09.2022 06:15 - 30.09.2022 06:30","4722","4977"
"30.09.2022 06:30 - 30.09.2022 06:45","4850","5044"
"30.09.2022 06:45 - 30.09.2022 07:00","4920","5112"
"30.09.2022 07:00 - 30.09.2022 07:15","4977","5262"
"30.09.2022 07:15 - 30.09.2022 07:30","5016","5312"
"30.09.2022 07:30 - 30.09.2022 07:45","5011","5332"
"30.09.2022 07:45 - 30.09.2022 08:00","5032","5338"
"30.09.2022 08:00 - 30.09.2022 08:15","5060","5378"
"30.09.2022 08:15 - 30.09.2022 08:30","5071","5436"
"30.09.2022 08:30 - 30.09.2022 08:45","5056","5445"
"30.09.2022 08:45 - 30.09.2022 09:00","5044","5413"
"30.09.2022 09:00 - 30.09.2022 09:15","5025","5437"
"30.09.2022 09:15 - 30.09.2022 09:30","4992","5428"
"30.09.2022 09:30 - 30.09.2022 09:45","4963","5392"
"30.09.2022 09:45 - 30.09.2022 10:00","4912","5334"
"30.09.2022 10:00 - 30.09.2022 10:15","4883","5277"
"30.09.2022 10:15 - 30.09.2022 10:30","4848","5292"
"30.09.2022 10:30 - 30.09.2022 10:45","4810","5243"
"30.09.2022 10:45 - 30.09.2022 11:00","4799","5203"
"30.09.2022 11:00 - 30.09.2022 11:15","4790","5112"
"30.09.2022 11:15 - 30.09.2022 11:30","4746","5080"
"30.09.2022 11:30 - 30.09.2022 11:45","4677","5076"
"30.09.2022 11:45 - 30.09.2022 12:00","4646","5080"
"30.09.2022 12:00 - 30.09.2022 12:15","4565","5028"
"30.09.2022 12:15 - 30.09.2022 12:30","4606","4991"
"30.09.2022 12:30 - 30.09.2022 12:45","4563","4998"
"30.09.2022 12:45 - 30.09.2022 13:00","4592","4989"
"30.09.2022 13:00 - 30.09.2022 13:15","4542","5005"
"30.09.2022 13:15 - 30.09.2022 13:30","4530","4914"
"30.09.2022 13:30 - 30.09.2022 13:45","4503","4854"
"30.09.2022 13:45 - 30.09.2022 14:00","4462","4771"
"30.09.2022 14:00 - 30.09.2022 14:15","4541","4821"
"30.09.2022 14:15 - 30.09.2022 14:30","4578","4815"
"30.09.2022 14:30 - 30.09.2022 14:45","4601","4852"
"30.09.2022 14:45 - 30.09.2022 15:00","4596","4777"
"30.09.2022 15:00 - 30.09.2022 15:15","4627","4799"
"30.09.2022 15:15 - 30.09.2022 15:30","4670","4817"
"30.09.2022 15:30 - 30.09.2022 15:45","4715","4849"
"30.09.2022 15:45 - 30.09.2022 16:00","4699","4872"
"30.09.2022 16:00 - 30.09.2022 16:15","4739","4897"
"30.09.2022 16:15 - 30.09.2022 16:30","4759","4949"
"30.09.2022 16:30 - 30.09.2022 16:45","4779","5020"
"30.09.2022 16:45 - 30.09.2022 17:00","4759","5047"
"30.09.2022 17:00 - 30.09.2022 17:15","4801","5045"
"30.09.2022 17:15 - 30.09.2022 17:30","4853","5117"
"30.09.2022 17:30 - 30.09.2022 17:45","4884","5130"
"30.09.2022 17:45 - 30.09.2022 18:00","4866","5156"
"30.09.2022 18:00 - 30.09.2022 18:15","4969","5176"
"30.09.2022 18:15 - 30.09.2022 18:30","5056","5237"
"30.09.2022 18:30 - 30.09.2022 18:45","5168","5369"
"30.09.2022 18:45 - 30.09.2022 19:00","5310","5509"
"30.09.2022 19:00 - 30.09.2022 19:15","5444","5525"
"30.09.2022 19:15 - 30.09.2022 19:30","5467","5536"
"30.09.2022 19:30 - 30.09.2022 19:45","5417","5505"
"30.09.2022 19:45 - 30.09.2022 20:00","5373","5478"
"30.09.2022 20:00 - 30.09.2022 20:15","5326","5369"
"30.09.2022 20:15 - 30.09.2022 20:30","5265","5335"
"30.09.2022 20:30 - 30.09.2022 20:45","5190","5281"
"30.09.2022 20:45 - 30.09.2022 21:00","5081","5193"
"30.09.2022 21:00 - 30.09.2022 21:15","5039","5127"
"30.09.2022 21:15 - 30.09.2022 21:30","4922","5052"
"30.09.2022 21:30 - 30.09.2022 21:45","4806","4961"
"30.09.2022 21:45 - 30.09.2022 22:00","4694","4838"
"30.09.2022 22:00 - 30.09.2022 22:15","4614","4810"
"30.09.2022 22:15 - 30.09.2022 22:30","4543","4781"
"30.09.2022 22:30 - 30.09.2022 22:45","4431","4739"
"30.09.2022 22:45 - 30.09.2022 23:00","4382","4680"
"30.09.2022 23:00 - 30.09.2022 23:15","4331","4651"
"30.09.2022 23:15 - 30.09.2022 23:30","4261","4637"
"30.09.2022 23:30 - 30.09.2022 23:45","4189","4597"
"30.09.2022 23:45 - 01.10.2022 00:00","4086","4531"
"01.10.2022 00:00 - 01.10.2022 00:15","4082","4404"
"01.10.2022 00:15 - 01.10.2022 00:30","4066","4351"
"01.10.2022 00:30 - 01.10.2022 00:45","4040","4300"
"01.10.2022 00:45 - 01.10.2022 01:00","4010","4271"
"01.10.2022 01:00 - 01.10.2022 01:15","3995","4230"
"01.10.2022 01:15 - 01.10.2022 01:30","3944","4145"
"01.10.2022 01:30 - 01.10.2022 01:45","3939","4065"
"01.10.2022 01:45 - 01.10.2022 02:00","3944","4018"
"01.10.2022 02:00 - 01.10.2022 02:15","3957","3935"
"01.10.2022 02:15 - 01.10.2022 02:30","3955","3944"
"01.10.2022 02:30 - 01.10.2022 02:45","3915","3903"
"01.10.2022 02:45 - 01.10.2022 03:00","3882","3890"
"01.10.2022 03:00 - 01.10.2022 03:15","3872","3881"
"01.10.2022 03:15 - 01.10.2022 03:30","3844","3874"
"01.10.2022 03:30 - 01.10.2022 03:45","3809","3833"
"01.10.2022 03:45 - 01.10.2022 04:00","3800","3837"
"01.10.2022 04:00 - 01.10.2022 04:15","3803","3841"
"01.10.2022 04:15 - 01.10.2022 04:30","3825","3857"
"01.10.2022 04:30 - 01.10.2022 04:45","3827","3853"
"01.10.2022 04:45 - 01.10.2022 05:00","3836","3907"
"01.10.2022 05:00 - 01.10.2022 05:15","3828","3916"
"01.10.2022 05:15 - 01.10.2022 05:30","3850","3910"
"01.10.2022 05:30 - 01.10.2022 05:45","3845","3895"
"01.10.2022 05:45 - 01.10.2022 06:00","3890","3942"
"01.10.2022 06:00 - 01.10.2022 06:15","3959","4046"
"01.10.2022 06:15 - 01.10.2022 06:30","3988","4103"
"01.10.2022 06:30 - 01.10.2022 06:45","4016","4112"
"01.10.2022 06:45 - 01.10.2022 07:00","4072","4178"
"01.10.2022 07:00 - 01.10.2022 07:15","4187","4263"
"01.10.2022 07:15 - 01.10.2022 07:30","4258","4332"
"01.10.2022 07:30 - 01.10.2022 07:45","4356","4392"
"01.10.2022 07:45 - 01.10.2022 08:00","4427","4471"
"01.10.2022 08:00 - 01.10.2022 08:15","4484","4525"
"01.10.2022 08:15 - 01.10.2022 08:30","4554","4588"
"01.10.2022 08:30 - 01.10.2022 08:45","4604","4625"
"01.10.2022 08:45 - 01.10.2022 09:00","4633","4672"
"01.10.2022 09:00 - 01.10.2022 09:15","4642","4722"
"01.10.2022 09:15 - 01.10.2022 09:30","4595","4740"
"01.10.2022 09:30 - 01.10.2022 09:45","4599","4756"
"01.10.2022 09:45 - 01.10.2022 10:00","4598","4791"
"01.10.2022 10:00 - 01.10.2022 10:15","4645","4815"
"01.10.2022 10:15 - 01.10.2022 10:30","4640","4836"
"01.10.2022 10:30 - 01.10.2022 10:45","4614","4855"
"01.10.2022 10:45 - 01.10.2022 11:00","4522","4833"
"01.10.2022 11:00 - 01.10.2022 11:15","4532","4840"
"01.10.2022 11:15 - 01.10.2022 11:30","4489","4804"
"01.10.2022 11:30 - 01.10.2022 11:45","4515","4786"
"01.10.2022 11:45 - 01.10.2022 12:00","4416","4764"
"01.10.2022 12:00 - 01.10.2022 12:15","4355","4707"
"01.10.2022 12:15 - 01.10.2022 12:30","4345","4686"
"01.10.2022 12:30 - 01.10.2022 12:45","4330","4638"
"01.10.2022 12:45 - 01.10.2022 13:00","4314","4636"
"01.10.2022 13:00 - 01.10.2022 13:15","4352","4575"
"01.10.2022 13:15 - 01.10.2022 13:30","4329","4556"
"01.10.2022 13:30 - 01.10.2022 13:45","4284","4530"
"01.10.2022 13:45 - 01.10.2022 14:00","4292","4474"
"01.10.2022 14:00 - 01.10.2022 14:15","4344","4484"
"01.10.2022 14:15 - 01.10.2022 14:30","4373","4488"
"01.10.2022 14:30 - 01.10.2022 14:45","4385","4475"
"01.10.2022 14:45 - 01.10.2022 15:00","4392","4541"
"01.10.2022 15:00 - 01.10.2022 15:15","4391","4498"
"01.10.2022 15:15 - 01.10.2022 15:30","4382","4523"
"01.10.2022 15:30 - 01.10.2022 15:45","4442","4531"
"01.10.2022 15:45 - 01.10.2022 16:00","4466","4525"
"01.10.2022 16:00 - 01.10.2022 16:15","4511","4567"
"01.10.2022 16:15 - 01.10.2022 16:30","4555","4606"
"01.10.2022 16:30 - 01.10.2022 16:45","4558","4627"
"01.10.2022 16:45 - 01.10.2022 17:00","4571","4606"
"01.10.2022 17:00 - 01.10.2022 17:15","4532","4665"
"01.10.2022 17:15 - 01.10.2022 17:30","4534","4673"
"01.10.2022 17:30 - 01.10.2022 17:45","4546","4668"
"01.10.2022 17:45 - 01.10.2022 18:00","4565","4719"
"01.10.2022 18:00 - 01.10.2022 18:15","4567","4772"
"01.10.2022 18:15 - 01.10.2022 18:30","4642","4831"
"01.10.2022 18:30 - 01.10.2022 18:45","4716","4915"
"01.10.2022 18:45 - 01.10.2022 19:00","4856","5039"
"01.10.2022 19:00 - 01.10.2022 19:15","4975","5084"
"01.10.2022 19:15 - 01.10.2022 19:30","5023","5063"
"01.10.2022 19:30 - 01.10.2022 19:45","5017","5063"
"01.10.2022 19:45 - 01.10.2022 20:00","5009","5039"
"01.10.2022 20:00 - 01.10.2022 20:15","4955","4972"
"01.10.2022 20:15 - 01.10.2022 20:30","4900","4882"
"01.10.2022 20:30 - 01.10.2022 20:45","4823","4850"
"01.10.2022 20:45 - 01.10.2022 21:00","4756","4783"
"01.10.2022 21:00 - 01.10.2022 21:15","4643","4714"
"01.10.2022 21:15 - 01.10.2022 21:30","4589","4642"
"01.10.2022 21:30 - 01.10.2022 21:45","4481","4559"
"01.10.2022 21:45 - 01.10.2022 22:00","4417","4490"
"01.10.2022 22:00 - 01.10.2022 22:15","4337","4415"
"01.10.2022 22:15 - 01.10.2022 22:30","4296","4375"
"01.10.2022 22:30 - 01.10.2022 22:45","4241","4308"
"01.10.2022 22:45 - 01.10.2022 23:00","4148","4219"
"01.10.2022 23:00 - 01.10.2022 23:15","4073","4188"
"01.10.2022 23:15 - 01.10.2022 23:30","4023","4140"
"01.10.2022 23:30 - 01.10.2022 23:45","3983","4100"
"01.10.2022 23:45 - 02.10.2022 00:00","3904","4016"
"02.10.2022 00:00 - 02.10.2022 00:15","3767","3907"
"02.10.2022 00:15 - 02.10.2022 00:30","3725","3878"
"02.10.2022 00:30 - 02.10.2022 00:45","3703","3850"
"02.10.2022 00:45 - 02.10.2022 01:00","3622","3770"
"02.10.2022 01:00 - 02.10.2022 01:15","3587","3740"
"02.10.2022 01:15 - 02.10.2022 01:30","3535","3693"
"02.10.2022 01:30 - 02.10.2022 01:45","3509","3659"
"02.10.2022 01:45 - 02.10.2022 02:00","3518","3596"
"02.10.2022 02:00 - 02.10.2022 02:15","3513","3586"
"02.10.2022 02:15 - 02.10.2022 02:30","3516","3570"
"02.10.2022 02:30 - 02.10.2022 02:45","3473","3549"
"02.10.2022 02:45 - 02.10.2022 03:00","3459","3502"
"02.10.2022 03:00 - 02.10.2022 03:15","3407","3503"
"02.10.2022 03:15 - 02.10.2022 03:30","3397","3520"
"02.10.2022 03:30 - 02.10.2022 03:45","3370","3510"
"02.10.2022 03:45 - 02.10.2022 04:00","3339","3484"
"02.10.2022 04:00 - 02.10.2022 04:15","3332","3457"
"02.10.2022 04:15 - 02.10.2022 04:30","3360","3483"
"02.10.2022 04:30 - 02.10.2022 04:45","3368","3490"
"02.10.2022 04:45 - 02.10.2022 05:00","3355","3503"
"02.10.2022 05:00 - 02.10.2022 05:15","3326","3532"
"02.10.2022 05:15 - 02.10.2022 05:30","3365","3542"
"02.10.2022 05:30 - 02.10.2022 05:45","3373","3566"
"02.10.2022 05:45 - 02.10.2022 06:00","3397","3572"
"02.10.2022 06:00 - 02.10.2022 06:15","3462","3644"
"02.10.2022 06:15 - 02.10.2022 06:30","3500","3700"
"02.10.2022 06:30 - 02.10.2022 06:45","3520","3690"
"02.10.2022 06:45 - 02.10.2022 07:00","3528","3723"
"02.10.2022 07:00 - 02.10.2022 07:15","3590","3785"
"02.10.2022 07:15 - 02.10.2022 07:30","3652","3845"
"02.10.2022 07:30 - 02.10.2022 07:45","3700","3868"
"02.10.2022 07:45 - 02.10.2022 08:00","3712","3856"
"02.10.2022 08:00 - 02.10.2022 08:15","3720","3871"
"02.10.2022 08:15 - 02.10.2022 08:30","3767","3912"
"02.10.2022 08:30 - 02.10.2022 08:45","3789","3922"
"02.10.2022 08:45 - 02.10.2022 09:00","3785","3889"
"02.10.2022 09:00 - 02.10.2022 09:15","3783","3893"
"02.10.2022 09:15 - 02.10.2022 09:30","3796","3817"
"02.10.2022 09:30 - 02.10.2022 09:45","3789","3834"
"02.10.2022 09:45 - 02.10.2022 10:00","3781","3832"
"02.10.2022 10:00 - 02.10.2022 10:15","3818","3856"
"02.10.2022 10:15 - 02.10.2022 10:30","3859","3893"
"02.10.2022 10:30 - 02.10.2022 10:45","3856","3865"
"02.10.2022 10:45 - 02.10.2022 11:00","3827","3849"
"02.10.2022 11:00 - 02.10.2022 11:15","3888","3886"
"02.10.2022 11:15 - 02.10.2022 11:30","3905","3918"
"02.10.2022 11:30 - 02.10.2022 11:45","3910","3951"
"02.10.2022 11:45 - 02.10.2022 12:00","3910","3942"
"02.10.2022 12:00 - 02.10.2022 12:15","3916","4000"
"02.10.2022 12:15 - 02.10.2022 12:30","3909","3977"
"02.10.2022 12:30 - 02.10.2022 12:45","3896","3956"
"02.10.2022 12:45 - 02.10.2022 13:00","3856","3968"
"02.10.2022 13:00 - 02.10.2022 13:15","3843","3956"
"02.10.2022 13:15 - 02.10.2022 13:30","3826","3920"
"02.10.2022 13:30 - 02.10.2022 13:45","3815","3880"
"02.10.2022 13:45 - 02.10.2022 14:00","3850","3942"
"02.10.2022 14:00 - 02.10.2022 14:15","3927","4011"
"02.10.2022 14:15 - 02.10.2022 14:30","3970","3959"
"02.10.2022 14:30 - 02.10.2022 14:45","3948","3980"
"02.10.2022 14:45 - 02.10.2022 15:00","4008","3987"
"02.10.2022 15:00 - 02.10.2022 15:15","4051","4028"
"02.10.2022 15:15 - 02.10.2022 15:30","4076","4065"
"02.10.2022 15:30 - 02.10.2022 15:45","4115","4098"
"02.10.2022 15:45 - 02.10.2022 16:00","4228","4216"
"02.10.2022 16:00 - 02.10.2022 16:15","4293","4268"
"02.10.2022 16:15 - 02.10.2022 16:30","4376","4303"
"02.10.2022 16:30 - 02.10.2022 16:45","4399","4368"
"02.10.2022 16:45 - 02.10.2022 17:00","4438","4379"
"02.10.2022 17:00 - 02.10.2022 17:15","4472","4438"
"02.10.2022 17:15 - 02.10.2022 17:30","4503","4471"
"02.10.2022 17:30 - 02.10.2022 17:45","4521","4546"
"02.10.2022 17:45 - 02.10.2022 18:00","4570","4596"
"02.10.2022 18:00 - 02.10.2022 18:15","4630","4659"
"02.10.2022 18:15 - 02.10.2022 18:30","4683","4740"
"02.10.2022 18:30 - 02.10.2022 18:45","4783","4922"
"02.10.2022 18:45 - 02.10.2022 19:00","4915","5038"
"02.10.2022 19:00 - 02.10.2022 19:15","5009","5085"
"02.10.2022 19:15 - 02.10.2022 19:30","4976","5095"
"02.10.2022 19:30 - 02.10.2022 19:45","4980","5082"
"02.10.2022 19:45 - 02.10.2022 20:00","4920","5045"
"02.10.2022 20:00 - 02.10.2022 20:15","4854","4964"
"02.10.2022 20:15 - 02.10.2022 20:30","4795","4937"
"02.10.2022 20:30 - 02.10.2022 20:45","4740","4875"
"02.10.2022 20:45 - 02.10.2022 21:00","4648","4799"
"02.10.2022 21:00 - 02.10.2022 21:15","4560","4699"
"02.10.2022 21:15 - 02.10.2022 21:30","4474","4631"
"02.10.2022 21:30 - 02.10.2022 21:45","4370","4531"
"02.10.2022 21:45 - 02.10.2022 22:00","4305","4452"
"02.10.2022 22:00 - 02.10.2022 22:15","4187","4376"
"02.10.2022 22:15 - 02.10.2022 22:30","4155","4342"
"02.10.2022 22:30 - 02.10.2022 22:45","4087","4249"
"02.10.2022 22:45 - 02.10.2022 23:00","3985","4152"
"02.10.2022 23:00 - 02.10.2022 23:15","3900","4106"
"02.10.2022 23:15 - 02.10.2022 23:30","3858","4035"
"02.10.2022 23:30 - 02.10.2022 23:45","3829","3978"
"02.10.2022 23:45 - 03.10.2022 00:00","3767","3928"
"03.10.2022 00:00 - 03.10.2022 00:15","3495","3801"
"03.10.2022 00:15 - 03.10.2022 00:30","3418","3779"
"03.10.2022 00:30 - 03.10.2022 00:45","3426","3728"
"03.10.2022 00:45 - 03.10.2022 01:00","3392","3715"
"03.10.2022 01:00 - 03.10.2022 01:15","3370","3699"
"03.10.2022 01:15 - 03.10.2022 01:30","3328","3645"
"03.10.2022 01:30 - 03.10.2022 01:45","3313","3586"
"03.10.2022 01:45 - 03.10.2022 02:00","3348","3574"
"03.10.2022 02:00 - 03.10.2022 02:15","3319","3546"
"03.10.2022 02:15 - 03.10.2022 02:30","3329","3538"
"03.10.2022 02:30 - 03.10.2022 02:45","3297","3520"
"03.10.2022 02:45 - 03.10.2022 03:00","3302","3503"
"03.10.2022 03:00 - 03.10.2022 03:15","3278","3507"
"03.10.2022 03:15 - 03.10.2022 03:30","3271","3493"
"03.10.2022 03:30 - 03.10.2022 03:45","3263","3532"
"03.10.2022 03:45 - 03.10.2022 04:00","3257","3529"
"03.10.2022 04:00 - 03.10.2022 04:15","3315","3575"
"03.10.2022 04:15 - 03.10.2022 04:30","3367","3603"
"03.10.2022 04:30 - 03.10.2022 04:45","3427","3679"
"03.10.2022 04:45 - 03.10.2022 05:00","3499","3757"
"03.10.2022 05:00 - 03.10.2022 05:15","3565","3839"
"03.10.2022 05:15 - 03.10.2022 05:30","3661","3967"
"03.10.2022 05:30 - 03.10.2022 05:45","3755","4112"
"03.10.2022 05:45 - 03.10.2022 06:00","3888","4296"
"03.10.2022 06:00 - 03.10.2022 06:15","4186","4587"
"03.10.2022 06:15 - 03.10.2022 06:30","4417","4772"
"03.10.2022 06:30 - 03.10.2022 06:45","4522","4844"
"03.10.2022 06:45 - 03.10.2022 07:00","4642","4923"
"03.10.2022 07:00 - 03.10.2022 07:15","4789","5009"
"03.10.2022 07:15 - 03.10.2022 07:30","4800","5026"
"03.10.2022 07:30 - 03.10.2022 07:45","4774","4999"
"03.10.2022 07:45 - 03.10.2022 08:00","4706","4958"
"03.10.2022 08:00 - 03.10.2022 08:15","4616","4873"
"03.10.2022 08:15 - 03.10.2022 08:30","4609","4849"
"03.10.2022 08:30 - 03.10.2022 08:45","4511","4816"
"03.10.2022 08:45 - 03.10.2022 09:00","4426","4765"
"03.10.2022 09:00 - 03.10.2022 09:15","4329","4719"
"03.10.2022 09:15 - 03.10.2022 09:30","4263","4600"
"03.10.2022 09:30 - 03.10.2022 09:45","4218","4572"
"03.10.2022 09:45 - 03.10.2022 10:00","4135","4528"
"03.10.2022 10:00 - 03.10.2022 10:15","4059","4479"
"03.10.2022 10:15 - 03.10.2022 10:30","4085","4469"
"03.10.2022 10:30 - 03.10.2022 10:45","4060","4429"
"03.10.2022 10:45 - 03.10.2022 11:00","4025","4427"
"03.10.2022 11:00 - 03.10.2022 11:15","4012","4426"
"03.10.2022 11:15 - 03.10.2022 11:30","4107","4491"
"03.10.2022 11:30 - 03.10.2022 11:45","4115","4502"
"03.10.2022 11:45 - 03.10.2022 12:00","4075","4506"
"03.10.2022 12:00 - 03.10.2022 12:15","4119","4536"
"03.10.2022 12:15 - 03.10.2022 12:30","4146","4530"
"03.10.2022 12:30 - 03.10.2022 12:45","4265","4566"
"03.10.2022 12:45 - 03.10.2022 13:00","4231","4580"
"03.10.2022 13:00 - 03.10.2022 13:15","4309","4585"
"03.10.2022 13:15 - 03.10.2022 13:30","4388","4503"
"03.10.2022 13:30 - 03.10.2022 13:45","4393","4502"
"03.10.2022 13:45 - 03.10.2022 14:00","4243","4489"
"03.10.2022 14:00 - 03.10.2022 14:15","4247","4589"
"03.10.2022 14:15 - 03.10.2022 14:30","4374","4568"
"03.10.2022 14:30 - 03.10.2022 14:45","4440","4563"
"03.10.2022 14:45 - 03.10.2022 15:00","4418","4574"
"03.10.2022 15:00 - 03.10.2022 15:15","4445","4632"
"03.10.2022 15:15 - 03.10.2022 15:30","4439","4620"
"03.10.2022 15:30 - 03.10.2022 15:45","4522","4680"
"03.10.2022 15:45 - 03.10.2022 16:00","4650","4731"
"03.10.2022 16:00 - 03.10.2022 16:15","4719","4802"
"03.10.2022 16:15 - 03.10.2022 16:30","4750","4875"
"03.10.2022 16:30 - 03.10.2022 16:45","4846","4928"
"03.10.2022 16:45 - 03.10.2022 17:00","4905","4950"
"03.10.2022 17:00 - 03.10.2022 17:15","4908","5006"
"03.10.2022 17:15 - 03.10.2022 17:30","4951","5066"
"03.10.2022 17:30 - 03.10.2022 17:45","4927","5114"
"03.10.2022 17:45 - 03.10.2022 18:00","4980","5152"
"03.10.2022 18:00 - 03.10.2022 18:15","4973","5250"
"03.10.2022 18:15 - 03.10.2022 18:30","5029","5348"
"03.10.2022 18:30 - 03.10.2022 18:45","5104","5499"
"03.10.2022 18:45 - 03.10.2022 19:00","5269","5642"
"03.10.2022 19:00 - 03.10.2022 19:15","5380","5647"
"03.10.2022 19:15 - 03.10.2022 19:30","5468","5634"
"03.10.2022 19:30 - 03.10.2022 19:45","5449","5628"
"03.10.2022 19:45 - 03.10.2022 20:00","5398","5606"
"03.10.2022 20:00 - 03.10.2022 20:15","5348","5508"
"03.10.2022 20:15 - 03.10.2022 20:30","5276","5442"
"03.10.2022 20:30 - 03.10.2022 20:45","5199","5380"
"03.10.2022 20:45 - 03.10.2022 21:00","5127","5291"
"03.10.2022 21:00 - 03.10.2022 21:15","5019","5191"
"03.10.2022 21:15 - 03.10.2022 21:30","4920","5101"
"03.10.2022 21:30 - 03.10.2022 21:45","4794","4988"
"03.10.2022 21:45 - 03.10.2022 22:00","4675","4876"
"03.10.2022 22:00 - 03.10.2022 22:15","4610","4814"
"03.10.2022 22:15 - 03.10.2022 22:30","4527","4771"
"03.10.2022 22:30 - 03.10.2022 22:45","4518","4735"
"03.10.2022 22:45 - 03.10.2022 23:00","4447","4651"
"03.10.2022 23:00 - 03.10.2022 23:15","4419","4615"
"03.10.2022 23:15 - 03.10.2022 23:30","4332","4569"
"03.10.2022 23:30 - 03.10.2022 23:45","4325","4555"
"03.10.2022 23:45 - 04.10.2022 00:00","4243","4466"
"04.10.2022 00:00 - 04.10.2022 00:15","4093","4337"
"04.10.2022 00:15 - 04.10.2022 00:30","4038","4286"
"04.10.2022 00:30 - 04.10.2022 00:45","3966","4281"
"04.10.2022 00:45 - 04.10.2022 01:00","3950","4215"
"04.10.2022 01:00 - 04.10.2022 01:15","3909","4176"
"04.10.2022 01:15 - 04.10.2022 01:30","3807","4104"
"04.10.2022 01:30 - 04.10.2022 01:45","3722","4063"
"04.10.2022 01:45 - 04.10.2022 02:00","3713","4015"
"04.10.2022 02:00 - 04.10.2022 02:15","3662","3953"
"04.10.2022 02:15 - 04.10.2022 02:30","3595","3938"
"04.10.2022 02:30 - 04.10.2022 02:45","3558","3914"
"04.10.2022 02:45 - 04.10.2022 03:00","3549","3889"
"04.10.2022 03:00 - 04.10.2022 03:15","3549","3904"
"04.10.2022 03:15 - 04.10.2022 03:30","3546","3905"
"04.10.2022 03:30 - 04.10.2022 03:45","3539","3911"
"04.10.2022 03:45 - 04.10.2022 04:00","3539","3909"
"04.10.2022 04:00 - 04.10.2022 04:15","3561","3946"
"04.10.2022 04:15 - 04.10.2022 04:30","3595","3978"
"04.10.2022 04:30 - 04.10.2022 04:45","3634","4024"
"04.10.2022 04:45 - 04.10.2022 05:00","3699","4099"
"04.10.2022 05:00 - 04.10.2022 05:15","3806","4201"
"04.10.2022 05:15 - 04.10.2022 05:30","3893","4286"
"04.10.2022 05:30 - 04.10.2022 05:45","3999","4401"
"04.10.2022 05:45 - 04.10.2022 06:00","4114","4535"
"04.10.2022 06:00 - 04.10.2022 06:15","4265","4826"
"04.10.2022 06:15 - 04.10.2022 06:30","4418","5020"
"04.10.2022 06:30 - 04.10.2022 06:45","4532","5114"
"04.10.2022 06:45 - 04.10.2022 07:00","4627","5183"
"04.10.2022 07:00 - 04.10.2022 07:15","4723","5272"
"04.10.2022 07:15 - 04.10.2022 07:30","4738","5265"
"04.10.2022 07:30 - 04.10.2022 07:45","4766","5256"
"04.10.2022 07:45 - 04.10.2022 08:00","4738","5209"
"04.10.2022 08:00 - 04.10.2022 08:15","4751","5183"
"04.10.2022 08:15 - 04.10.2022 08:30","4786","5198"
"04.10.2022 08:30 - 04.10.2022 08:45","4804","5176"
"04.10.2022 08:45 - 04.10.2022 09:00","4782","5137"
"04.10.2022 09:00 - 04.10.2022 09:15","4672","5113"
"04.10.2022 09:15 - 04.10.2022 09:30","4615","5074"
"04.10.2022 09:30 - 04.10.2022 09:45","4615","5014"
"04.10.2022 09:45 - 04.10.2022 10:00","4585","4929"
"04.10.2022 10:00 - 04.10.2022 10:15","4521","4886"
"04.10.2022 10:15 - 04.10.2022 10:30","4520","4921"
