MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO)
30.11.2022 03:00 - 30.11.2022 04:00,0,0,0,0,0,0,1155,1155,1155
30.11.2022 04:00 - 30.11.2022 05:00,0,0,0,0,0,0,1103,1103,1103
30.11.2022 05:00 - 30.11.2022 06:00,0,0,0,0,0,0,1076,1076,1076
30.11.2022 06:00 - 30.11.2022 07:00,0,0,0,0,0,0,1043,1043,1043
30.11.2022 07:00 - 30.11.2022 08:00,0,0,0,0,0,0,904,904,904
30.11.2022 08:00 - 30.11.2022 09:00,0,0,0,0,0,0,866,866,866
30.11.2022 09:00 - 30.11.2022 10:00,0,0,0,0,0,0,824,824,824
30.11.2022 10:00 - 30.11.2022 11:00,0,0,0,0,0,0,769,769,769
30.11.2022 11:00 - 30.11.2022 12:00,0,0,0,0,0,0,716,716,716
30.11.2022 12:00 - 30.11.2022 13:00,0,0,0,0,0,0,659,659,659
30.11.2022 13:00 - 30.11.2022 14:00,0,0,0,0,0,0,611,611,611
30.11.2022 14:00 - 30.11.2022 15:00,0,0,0,0,0,0,546,546,546
30.11.2022 15:00 - 30.11.2022 16:00,0,0,0,0,0,0,575,575,575
30.11.2022 16:00 - 30.11.2022 17:00,0,0,0,0,0,0,574,574,574
30.11.2022 17:00 - 30.11.2022 18:00,0,0,0,0,0,0,531,531,531
30.11.2022 18:00 - 30.11.2022 19:00,0,0,0,0,0,0,529,529,529
30.11.2022 19:00 - 30.11.2022 20:00,0,0,0,0,0,0,548,548,548
30.11.2022 20:00 - 30.11.2022 21:00,0,0,0,0,0,0,553,553,553
30.11.2022 21:00 - 30.11.2022 22:00,0,0,0,0,0,0,562,562,562
30.11.2022 22:00 - 30.11.2022 23:00,0,0,0,0,0,0,568,568,568
30.11.2022 23:00 - 01.12.2022 00:00,0,0,0,0,0,0,570,570,570
01.12.2022 00:00 - 01.12.2022 01:00,0,0,0,0,0,0,575,575,575
01.12.2022 01:00 - 01.12.2022 02:00,0,0,0,0,0,0,568,568,568
01.12.2022 02:00 - 01.12.2022 03:00,0,0,0,0,0,0,519,519,519
01.12.2022 03:00 - 01.12.2022 04:00,0,0,0,0,0,0,517,517,517
01.12.2022 04:00 - 01.12.2022 05:00,0,0,0,0,0,0,510,510,510
01.12.2022 05:00 - 01.12.2022 06:00,0,0,0,0,0,0,504,504,504
01.12.2022 06:00 - 01.12.2022 07:00,0,0,0,0,0,0,503,503,503
01.12.2022 07:00 - 01.12.2022 08:00,0,0,0,0,0,0,491,491,491
01.12.2022 08:00 - 01.12.2022 09:00,0,0,0,0,0,0,468,468,468
01.12.2022 09:00 - 01.12.2022 10:00,0,0,0,0,0,0,451,451,451
01.12.2022 10:00 - 01.12.2022 11:00,0,0,0,0,0,0,444,444,444
01.12.2022 11:00 - 01.12.2022 12:00,0,0,0,0,0,0,429,429,429
01.12.2022 12:00 - 01.12.2022 13:00,0,0,0,0,0,0,430,430,430
01.12.2022 13:00 - 01.12.2022 14:00,0,0,0,0,0,0,400,400,400
01.12.2022 14:00 - 01.12.2022 15:00,0,0,0,0,0,0,417,417,417
01.12.2022 15:00 - 01.12.2022 16:00,0,0,0,0,0,0,506,506,506
01.12.2022 16:00 - 01.12.2022 17:00,0,0,0,0,0,0,588,588,588
01.12.2022 17:00 - 01.12.2022 18:00,0,0,0,0,0,0,659,659,659
01.12.2022 18:00 - 01.12.2022 19:00,0,0,0,0,0,0,748,748,748
01.12.2022 19:00 - 01.12.2022 20:00,0,0,0,0,0,0,855,855,855
01.12.2022 20:00 - 01.12.2022 21:00,0,0,0,0,0,0,882,882,882
01.12.2022 21:00 - 01.12.2022 22:00,0,0,0,0,0,0,932,932,932
01.12.2022 22:00 - 01.12.2022 23:00,0,0,0,0,0,0,1036,1036,1036
01.12.2022 23:00 - 02.12.2022 00:00,0,0,0,0,0,0,1135,1135,1135
02.12.2022 00:00 - 02.12.2022 01:00,0,0,0,0,0,0,1238,1238,1238
02.12.2022 01:00 - 02.12.2022 02:00,0,0,0,0,0,0,1298,1298,1298
02.12.2022 02:00 - 02.12.2022 03:00,0,0,0,0,0,0,1348,1348,1348
02.12.2022 03:00 - 02.12.2022 04:00,0,0,0,0,0,0,1355,1355,1355
02.12.2022 04:00 - 02.12.2022 05:00,0,0,0,0,0,0,1376,1376,1376
02.12.2022 05:00 - 02.12.2022 06:00,0,0,0,0,0,0,1332,1332,1332
02.12.2022 06:00 - 02.12.2022 07:00,0,0,0,0,0,0,1433,1433,1433
02.12.2022 07:00 - 02.12.2022 08:00,0,0,0,0,0,0,1453,1453,1453
02.12.2022 08:00 - 02.12.2022 09:00,0,0,0,0,0,0,1519,1519,1519
02.12.2022 09:00 - 02.12.2022 10:00,0,0,0,0,0,0,1520,1520,1520
02.12.2022 10:00 - 02.12.2022 11:00,0,0,0,0,0,0,1573,1573,1573
02.12.2022 11:00 - 02.12.2022 12:00,0,0,0,0,0,0,1578,1578,1578
02.12.2022 12:00 - 02.12.2022 13:00,0,0,0,0,0,0,1491,1491,1491
02.12.2022 13:00 - 02.12.2022 14:00,0,0,0,0,0,0,1517,1517,1517
02.12.2022 14:00 - 02.12.2022 15:00,0,0,0,0,0,0,1525,1525,1525
02.12.2022 15:00 - 02.12.2022 16:00,0,0,0,0,0,0,1528,1528,1528
02.12.2022 16:00 - 02.12.2022 17:00,0,0,0,0,0,0,1549,1549,1549
02.12.2022 17:00 - 02.12.2022 18:00,0,0,0,0,0,0,1545,1545,1545
02.12.2022 18:00 - 02.12.2022 19:00,0,0,0,0,0,0,1519,1519,1519
02.12.2022 19:00 - 02.12.2022 20:00,0,0,0,0,0,0,1505,1505,1505
02.12.2022 20:00 - 02.12.2022 21:00,0,0,0,0,0,0,1537,1537,1537
02.12.2022 21:00 - 02.12.2022 22:00,0,0,0,0,0,0,1499,1499,1499
02.12.2022 22:00 - 02.12.2022 23:00,0,0,0,0,0,0,1530,1530,1530
02.12.2022 23:00 - 03.12.2022 00:00,0,0,0,0,0,0,1557,1557,1557
03.12.2022 00:00 - 03.12.2022 01:00,0,0,0,0,0,0,1566,1566,1566
03.12.2022 01:00 - 03.12.2022 02:00,0,0,0,0,0,0,1491,1491,1491
03.12.2022 02:00 - 03.12.2022 03:00,0,0,0,0,0,0,1435,1435,1435
03.12.2022 03:00 - 03.12.2022 04:00,0,0,0,0,0,0,1403,1403,1403
03.12.2022 04:00 - 03.12.2022 05:00,0,0,0,0,0,0,1366,1366,1366
03.12.2022 05:00 - 03.12.2022 06:00,0,0,0,0,0,0,1365,1365,1365
03.12.2022 06:00 - 03.12.2022 07:00,0,0,0,0,0,0,1349,1349,1349
03.12.2022 07:00 - 03.12.2022 08:00,0,0,0,0,0,0,1301,1301,1301
03.12.2022 08:00 - 03.12.2022 09:00,0,0,0,0,0,0,1228,1228,1228
03.12.2022 09:00 - 03.12.2022 10:00,0,0,0,0,0,0,1176,1176,1176
03.12.2022 10:00 - 03.12.2022 11:00,0,0,0,0,0,0,1134,1134,1134
03.12.2022 11:00 - 03.12.2022 12:00,0,0,0,0,0,0,1077,1077,1077
03.12.2022 12:00 - 03.12.2022 13:00,0,0,0,0,0,0,991,991,991
03.12.2022 13:00 - 03.12.2022 14:00,0,0,0,0,0,0,971,971,971
03.12.2022 14:00 - 03.12.2022 15:00,0,0,0,0,0,0,940,940,940
03.12.2022 15:00 - 03.12.2022 16:00,0,0,0,0,0,0,968,968,968
03.12.2022 16:00 - 03.12.2022 17:00,0,0,0,0,0,0,989,989,989
03.12.2022 17:00 - 03.12.2022 18:00,0,0,0,0,0,0,978,978,978
03.12.2022 18:00 - 03.12.2022 19:00,0,0,0,0,0,0,972,972,972
03.12.2022 19:00 - 03.12.2022 20:00,0,0,0,0,0,0,1025,1025,1025
03.12.2022 20:00 - 03.12.2022 21:00,0,0,0,0,0,0,1041,1041,1041
03.12.2022 21:00 - 03.12.2022 22:00,0,0,0,0,0,0,1034,1034,1034
03.12.2022 22:00 - 03.12.2022 23:00,0,0,0,0,0,0,1008,1008,1008
03.12.2022 23:00 - 04.12.2022 00:00,0,0,0,0,0,0,1030,1030,1030
04.12.2022 00:00 - 04.12.2022 01:00,0,0,0,0,0,0,1022,1022,1022
04.12.2022 01:00 - 04.12.2022 02:00,0,0,0,0,0,0,1017,1017,1017
04.12.2022 02:00 - 04.12.2022 03:00,0,0,0,0,0,0,989,989,989
04.12.2022 03:00 - 04.12.2022 04:00,0,0,0,0,0,0,903,903,903
04.12.2022 04:00 - 04.12.2022 05:00,0,0,0,0,0,0,881,881,881
04.12.2022 05:00 - 04.12.2022 06:00,0,0,0,0,0,0,898,898,898
04.12.2022 06:00 - 04.12.2022 07:00,0,0,0,0,0,0,924,924,924
04.12.2022 07:00 - 04.12.2022 08:00,0,0,0,0,0,0,932,932,932
04.12.2022 08:00 - 04.12.2022 09:00,0,0,0,0,0,0,946,946,946
04.12.2022 09:00 - 04.12.2022 10:00,0,0,0,0,0,0,900,900,900
04.12.2022 10:00 - 04.12.2022 11:00,0,0,0,0,0,0,905,905,905
04.12.2022 11:00 - 04.12.2022 12:00,0,0,0,0,0,0,857,857,857
04.12.2022 12:00 - 04.12.2022 13:00,0,0,0,0,0,0,811,811,811
04.12.2022 13:00 - 04.12.2022 14:00,0,0,0,0,0,0,748,748,748
04.12.2022 14:00 - 04.12.2022 15:00,0,0,0,0,0,0,728,728,728
04.12.2022 15:00 - 04.12.2022 16:00,0,0,0,0,0,0,768,768,768
04.12.2022 16:00 - 04.12.2022 17:00,0,0,0,0,0,0,829,829,829
04.12.2022 17:00 - 04.12.2022 18:00,0,0,0,0,0,0,892,892,892
04.12.2022 18:00 - 04.12.2022 19:00,0,0,0,0,0,0,947,947,947
04.12.2022 19:00 - 04.12.2022 20:00,0,0,0,0,0,0,952,952,952
04.12.2022 20:00 - 04.12.2022 21:00,0,0,0,0,0,0,987,987,987
04.12.2022 21:00 - 04.12.2022 22:00,0,0,0,0,0,0,991,991,991
04.12.2022 22:00 - 04.12.2022 23:00,0,0,0,0,0,0,1065,1065,1065
04.12.2022 23:00 - 05.12.2022 00:00,0,0,0,0,0,0,1126,1126,1126
05.12.2022 00:00 - 05.12.2022 01:00,0,0,0,0,0,0,1090,1090,1090
05.12.2022 01:00 - 05.12.2022 02:00,0,0,0,0,0,0,1147,1147,1147
05.12.2022 02:00 - 05.12.2022 03:00,0,0,0,0,0,0,1173,1173,1173
05.12.2022 03:00 - 05.12.2022 04:00,0,0,0,0,0,0,1198,1198,1198
05.12.2022 04:00 - 05.12.2022 05:00,0,0,0,0,0,0,1290,1290,1290
05.12.2022 05:00 - 05.12.2022 06:00,0,0,0,0,0,0,1331,1331,1331
05.12.2022 06:00 - 05.12.2022 07:00,0,0,0,0,0,0,1418,1418,1418
05.12.2022 07:00 - 05.12.2022 08:00,0,0,0,0,0,0,1508,1508,1508
05.12.2022 08:00 - 05.12.2022 09:00,0,0,0,0,0,0,1649,1649,1649
05.12.2022 09:00 - 05.12.2022 10:00,0,0,0,0,0,0,1755,1755,1755
05.12.2022 10:00 - 05.12.2022 11:00,0,0,0,0,0,0,1693,1693,1693
05.12.2022 11:00 - 05.12.2022 12:00,0,0,0,0,0,0,1547,1547,1547
05.12.2022 12:00 - 05.12.2022 13:00,0,0,0,0,0,0,1558,1558,1558
05.12.2022 13:00 - 05.12.2022 14:00,0,0,0,0,0,0,1726,1726,1726
05.12.2022 14:00 - 05.12.2022 15:00,0,0,0,0,0,0,1803,1803,1803
05.12.2022 15:00 - 05.12.2022 16:00,0,0,0,0,0,0,1798,1798,1798
05.12.2022 16:00 - 05.12.2022 17:00,0,0,0,0,0,0,1833,1833,1833
05.12.2022 17:00 - 05.12.2022 18:00,0,0,0,0,0,0,1974,1974,1974
05.12.2022 18:00 - 05.12.2022 19:00,0,0,0,0,0,0,2062,2062,2062
05.12.2022 19:00 - 05.12.2022 20:00,0,0,0,0,0,0,1912,1912,1912
05.12.2022 20:00 - 05.12.2022 21:00,0,0,0,0,0,0,1937,1937,1937
05.12.2022 21:00 - 05.12.2022 22:00,0,0,0,0,0,0,1879,1879,1879
05.12.2022 22:00 - 05.12.2022 23:00,0,0,0,0,0,0,2003,2003,2003
05.12.2022 23:00 - 06.12.2022 00:00,0,0,0,0,0,0,2072,2072,2072
06.12.2022 00:00 - 06.12.2022 01:00,0,0,0,0,0,0,1955,1955,1955
06.12.2022 01:00 - 06.12.2022 02:00,0,0,0,0,0,0,2172,2172,2172
06.12.2022 02:00 - 06.12.2022 03:00,0,0,0,0,0,0,2279,2279,2279
06.12.2022 03:00 - 06.12.2022 04:00,0,0,0,0,0,0,2303,2303,2303
06.12.2022 04:00 - 06.12.2022 05:00,0,0,0,0,0,0,2339,2339,2339
06.12.2022 05:00 - 06.12.2022 06:00,0,0,0,0,0,0,2332,2332,2332
06.12.2022 06:00 - 06.12.2022 07:00,0,0,0,0,0,0,2349,2349,2349
06.12.2022 07:00 - 06.12.2022 08:00,0,0,0,0,0,0,2363,2363,2363
06.12.2022 08:00 - 06.12.2022 09:00,0,0,0,0,0,0,2161,2161,2161
06.12.2022 09:00 - 06.12.2022 10:00,0,0,0,0,0,0,2195,2195,2195
06.12.2022 10:00 - 06.12.2022 11:00,0,0,0,0,0,0,2000,2000,2000
06.12.2022 11:00 - 06.12.2022 12:00,0,0,0,0,0,0,1995,1995,1995
06.12.2022 12:00 - 06.12.2022 13:00,0,0,0,0,0,0,1903,1903,1903
06.12.2022 13:00 - 06.12.2022 14:00,0,0,0,0,0,0,1695,1695,1695
06.12.2022 14:00 - 06.12.2022 15:00,0,0,0,0,0,0,1805,1805,1805
06.12.2022 15:00 - 06.12.2022 16:00,0,0,0,0,0,0,1676,1676,1676
06.12.2022 16:00 - 06.12.2022 17:00,0,0,0,0,0,0,1713,1713,1713
06.12.2022 17:00 - 06.12.2022 18:00,0,0,0,0,0,0,1850,1850,1850
06.12.2022 18:00 - 06.12.2022 19:00,0,0,0,0,0,0,1950,1950,1950
06.12.2022 19:00 - 06.12.2022 20:00,0,0,0,0,0,0,1911,1911,1911
06.12.2022 20:00 - 06.12.2022 21:00,0,0,0,0,0,0,1887,1887,1887
06.12.2022 21:00 - 06.12.2022 22:00,0,0,0,0,0,0,1887,1887,1887
06.12.2022 22:00 - 06.12.2022 23:00,0,0,0,0,0,0,1809,1809,1809
06.12.2022 23:00 - 07.12.2022 00:00,0,0,0,0,0,0,1648,1648,1648
07.12.2022 00:00 - 07.12.2022 01:00,0,0,0,0,0,0,1616,1616,1616
07.12.2022 01:00 - 07.12.2022 02:00,0,0,0,0,0,0,1631,1631,1631
07.12.2022 02:00 - 07.12.2022 03:00,0,0,0,0,0,0,1635,1635,1635
07.12.2022 03:00 - 07.12.2022 04:00,0,0,0,0,0,0,1623,1623,1623
07.12.2022 04:00 - 07.12.2022 05:00,0,0,0,0,0,0,1615,1615,1615
07.12.2022 05:00 - 07.12.2022 06:00,0,0,0,0,0,0,1396,1396,1396
07.12.2022 06:00 - 07.12.2022 07:00,0,0,0,0,0,0,1642,1642,1642
07.12.2022 07:00 - 07.12.2022 08:00,0,0,0,0,0,0,1855,1855,1855
07.12.2022 08:00 - 07.12.2022 09:00,0,0,0,0,0,0,1830,1830,1830
07.12.2022 09:00 - 07.12.2022 10:00,0,0,0,0,0,0,1813,1813,1813
07.12.2022 10:00 - 07.12.2022 11:00,0,0,0,0,0,0,1882,1882,1882
07.12.2022 11:00 - 07.12.2022 12:00,0,0,0,0,0,0,1901,1901,1901
07.12.2022 12:00 - 07.12.2022 13:00,0,0,0,0,0,0,1897,1897,1897
07.12.2022 13:00 - 07.12.2022 14:00,0,0,0,0,0,0,1827,1827,1827
07.12.2022 14:00 - 07.12.2022 15:00,0,0,0,0,0,0,1785,1785,1785
07.12.2022 15:00 - 07.12.2022 16:00,0,0,0,0,0,0,1652,1652,1652
07.12.2022 16:00 - 07.12.2022 17:00,0,0,0,0,0,0,1502,1502,1502
07.12.2022 17:00 - 07.12.2022 18:00,0,0,0,0,0,0,1434,1434,1434
07.12.2022 18:00 - 07.12.2022 19:00,0,0,0,0,0,0,1388,1388,1388
07.12.2022 19:00 - 07.12.2022 20:00,0,0,0,0,0,0,1313,1313,1313
07.12.2022 20:00 - 07.12.2022 21:00,0,0,0,0,0,0,1179,1179,1179
07.12.2022 21:00 - 07.12.2022 22:00,0,0,0,0,0,0,1091,1091,1091
07.12.2022 22:00 - 07.12.2022 23:00,0,0,0,0,0,0,1000,1000,1000
07.12.2022 23:00 - 08.12.2022 00:00,0,0,0,0,0,0,1012,1012,1012
08.12.2022 00:00 - 08.12.2022 01:00,0,0,0,0,0,0,1052,1052,1052
08.12.2022 01:00 - 08.12.2022 02:00,0,0,0,0,0,0,1006,1006,1006
08.12.2022 02:00 - 08.12.2022 03:00,0,0,0,0,0,0,1025,1025,1025
08.12.2022 03:00 - 08.12.2022 04:00,0,0,0,0,0,0,1071,1071,1071
08.12.2022 04:00 - 08.12.2022 05:00,0,0,0,0,0,0,1136,1136,1136
08.12.2022 05:00 - 08.12.2022 06:00,0,0,0,0,0,0,1285,1285,1285
08.12.2022 06:00 - 08.12.2022 07:00,0,0,0,0,0,0,1375,1375,1375
08.12.2022 07:00 - 08.12.2022 08:00,0,0,0,0,0,0,1498,1498,1498
08.12.2022 08:00 - 08.12.2022 09:00,0,0,0,0,0,0,1596,1596,1596
08.12.2022 09:00 - 08.12.2022 10:00,0,0,0,0,0,0,1701,1701,1701
08.12.2022 10:00 - 08.12.2022 11:00,0,0,0,0,0,0,1773,1773,1773
08.12.2022 11:00 - 08.12.2022 12:00,0,0,0,0,0,0,1905,1905,1905
08.12.2022 12:00 - 08.12.2022 13:00,0,0,0,0,0,0,1928,1928,1928
08.12.2022 13:00 - 08.12.2022 14:00,0,0,0,0,0,0,1948,1948,1948
08.12.2022 14:00 - 08.12.2022 15:00,0,0,0,0,0,0,2023,2023,2023
08.12.2022 15:00 - 08.12.2022 16:00,0,0,0,0,0,0,1979,1979,1979
08.12.2022 16:00 - 08.12.2022 17:00,0,0,0,0,0,0,1955,1955,1955
08.12.2022 17:00 - 08.12.2022 18:00,0,0,0,0,0,0,1875,1875,1875
08.12.2022 18:00 - 08.12.2022 19:00,0,0,0,0,0,0,1678,1678,1678
08.12.2022 19:00 - 08.12.2022 20:00,0,0,0,0,0,0,1568,1568,1568
08.12.2022 20:00 - 08.12.2022 21:00,0,0,0,0,0,0,1530,1530,1530
08.12.2022 21:00 - 08.12.2022 22:00,0,0,0,0,0,0,1666,1666,1666
08.12.2022 22:00 - 08.12.2022 23:00,0,0,0,0,0,0,1764,1764,1764
08.12.2022 23:00 - 09.12.2022 00:00,0,0,0,0,0,0,1961,1961,1961
09.12.2022 00:00 - 09.12.2022 01:00,0,0,0,0,0,0,2083,2083,2083
09.12.2022 01:00 - 09.12.2022 02:00,0,0,0,0,0,0,2172,2172,2172
09.12.2022 02:00 - 09.12.2022 03:00,0,0,0,0,0,0,2315,2315,2315
09.12.2022 03:00 - 09.12.2022 04:00,0,0,0,0,0,0,2432,2432,2432
09.12.2022 04:00 - 09.12.2022 05:00,0,0,0,0,0,0,2575,2575,2575
09.12.2022 05:00 - 09.12.2022 06:00,0,0,0,0,0,0,2742,2742,2742
09.12.2022 06:00 - 09.12.2022 07:00,0,0,0,0,0,0,2725,2725,2725
09.12.2022 07:00 - 09.12.2022 08:00,0,0,0,0,0,0,2761,2761,2761
09.12.2022 08:00 - 09.12.2022 09:00,0,0,0,0,0,0,2673,2673,2673
09.12.2022 09:00 - 09.12.2022 10:00,0,0,0,0,0,0,2680,2680,2680
09.12.2022 10:00 - 09.12.2022 11:00,0,0,0,0,0,0,2696,2696,2696
09.12.2022 11:00 - 09.12.2022 12:00,0,0,0,0,0,0,2651,2651,2651
09.12.2022 12:00 - 09.12.2022 13:00,0,0,0,0,0,0,2595,2595,2595
09.12.2022 13:00 - 09.12.2022 14:00,0,0,0,0,0,0,2511,2511,2511
09.12.2022 14:00 - 09.12.2022 15:00,0,0,0,0,0,0,2467,2467,2467
09.12.2022 15:00 - 09.12.2022 16:00,0,0,0,0,0,0,2395,2395,2395
09.12.2022 16:00 - 09.12.2022 17:00,0,0,0,0,0,0,2283,2283,2283
09.12.2022 17:00 - 09.12.2022 18:00,0,0,0,0,0,0,2240,2240,2240
09.12.2022 18:00 - 09.12.2022 19:00,0,0,0,0,0,0,2192,2192,2192
09.12.2022 19:00 - 09.12.2022 20:00,0,0,0,0,0,0,2235,2235,2235
09.12.2022 20:00 - 09.12.2022 21:00,0,0,0,0,0,0,2115,2115,2115
09.12.2022 21:00 - 09.12.2022 22:00,0,0,0,0,0,0,2042,2042,2042
09.12.2022 22:00 - 09.12.2022 23:00,0,0,0,0,0,0,1974,1974,1974
09.12.2022 23:00 - 10.12.2022 00:00,0,0,0,0,0,0,1939,1939,1939
10.12.2022 00:00 - 10.12.2022 01:00,0,0,0,0,0,0,1944,1944,1944
10.12.2022 01:00 - 10.12.2022 02:00,0,0,0,0,0,0,1900,1900,1900
10.12.2022 02:00 - 10.12.2022 03:00,0,0,0,0,0,0,1765,1765,1765
10.12.2022 03:00 - 10.12.2022 04:00,0,0,0,0,0,0,1698,1698,1698
10.12.2022 04:00 - 10.12.2022 05:00,0,0,0,0,0,0,1624,1624,1624
10.12.2022 05:00 - 10.12.2022 06:00,0,0,0,0,0,0,1623,1623,1623
10.12.2022 06:00 - 10.12.2022 07:00,0,0,0,0,0,0,1608,1608,1608
10.12.2022 07:00 - 10.12.2022 08:00,0,0,0,0,0,0,1558,1558,1558
10.12.2022 08:00 - 10.12.2022 09:00,0,0,0,0,0,0,1530,1530,1530
10.12.2022 09:00 - 10.12.2022 10:00,0,0,0,0,0,0,1440,1440,1440
10.12.2022 10:00 - 10.12.2022 11:00,0,0,0,0,0,0,1398,1398,1398
10.12.2022 11:00 - 10.12.2022 12:00,0,0,0,0,0,0,1359,1359,1359
10.12.2022 12:00 - 10.12.2022 13:00,0,0,0,0,0,0,1292,1292,1292
10.12.2022 13:00 - 10.12.2022 14:00,0,0,0,0,0,0,1290,1290,1290
10.12.2022 14:00 - 10.12.2022 15:00,0,0,0,0,0,0,1283,1283,1283
10.12.2022 15:00 - 10.12.2022 16:00,0,0,0,0,0,0,1241,1241,1241
10.12.2022 16:00 - 10.12.2022 17:00,0,0,0,0,0,0,1215,1215,1215
10.12.2022 17:00 - 10.12.2022 18:00,0,0,0,0,0,0,1227,1227,1227
10.12.2022 18:00 - 10.12.2022 19:00,0,0,0,0,0,0,1253,1253,1253
10.12.2022 19:00 - 10.12.2022 20:00,0,0,0,0,0,0,1363,1363,1363
10.12.2022 20:00 - 10.12.2022 21:00,0,0,0,0,0,0,1364,1364,1364
10.12.2022 21:00 - 10.12.2022 22:00,0,0,0,0,0,0,1420,1420,1420
10.12.2022 22:00 - 10.12.2022 23:00,0,0,0,0,0,0,1561,1561,1561
10.12.2022 23:00 - 11.12.2022 00:00,0,0,0,0,0,0,1668,1668,1668
11.12.2022 00:00 - 11.12.2022 01:00,0,0,0,0,0,0,1738,1738,1738
11.12.2022 01:00 - 11.12.2022 02:00,0,0,0,0,0,0,1827,1827,1827
11.12.2022 02:00 - 11.12.2022 03:00,0,0,0,0,0,0,1930,1930,1930
11.12.2022 03:00 - 11.12.2022 04:00,0,0,0,0,0,0,2037,2037,2037
11.12.2022 04:00 - 11.12.2022 05:00,0,0,0,0,0,0,2076,2076,2076
11.12.2022 05:00 - 11.12.2022 06:00,0,0,0,0,0,0,2193,2193,2193
11.12.2022 06:00 - 11.12.2022 07:00,0,0,0,0,0,0,2321,2321,2321
11.12.2022 07:00 - 11.12.2022 08:00,0,0,0,0,0,0,2348,2348,2348
11.12.2022 08:00 - 11.12.2022 09:00,0,0,0,0,0,0,2478,2478,2478
11.12.2022 09:00 - 11.12.2022 10:00,0,0,0,0,0,0,2535,2535,2535
11.12.2022 10:00 - 11.12.2022 11:00,0,0,0,0,0,0,2518,2518,2518
11.12.2022 11:00 - 11.12.2022 12:00,0,0,0,0,0,0,2518,2518,2518
11.12.2022 12:00 - 11.12.2022 13:00,0,0,0,0,0,0,2524,2524,2524
11.12.2022 13:00 - 11.12.2022 14:00,0,0,0,0,0,0,2419,2419,2419
11.12.2022 14:00 - 11.12.2022 15:00,0,0,0,0,0,0,2413,2413,2413
11.12.2022 15:00 - 11.12.2022 16:00,0,0,0,0,0,0,2488,2488,2488
11.12.2022 16:00 - 11.12.2022 17:00,0,0,0,0,0,0,2535,2535,2535
11.12.2022 17:00 - 11.12.2022 18:00,0,0,0,0,0,0,2593,2593,2593
11.12.2022 18:00 - 11.12.2022 19:00,0,0,0,0,0,0,2669,2669,2669
11.12.2022 19:00 - 11.12.2022 20:00,0,0,0,0,0,0,2717,2717,2717
11.12.2022 20:00 - 11.12.2022 21:00,0,0,0,0,0,0,2765,2765,2765
11.12.2022 21:00 - 11.12.2022 22:00,0,0,0,0,0,0,2815,2815,2815
11.12.2022 22:00 - 11.12.2022 23:00,0,0,0,0,0,0,2778,2778,2778
11.12.2022 23:00 - 12.12.2022 00:00,0,0,0,0,0,0,2781,2781,2781
12.12.2022 00:00 - 12.12.2022 01:00,0,0,0,0,0,0,2818,2818,2818
12.12.2022 01:00 - 12.12.2022 02:00,0,0,0,0,0,0,2817,2817,2817
12.12.2022 02:00 - 12.12.2022 03:00,0,0,0,0,0,0,2843,2843,2843
12.12.2022 03:00 - 12.12.2022 04:00,0,0,0,0,0,0,2825,2825,2825
12.12.2022 04:00 - 12.12.2022 05:00,0,0,0,0,0,0,2843,2843,2843
12.12.2022 05:00 - 12.12.2022 06:00,0,0,0,0,0,0,2813,2813,2813
12.12.2022 06:00 - 12.12.2022 07:00,0,0,0,0,0,0,2796,2796,2796
12.12.2022 07:00 - 12.12.2022 08:00,0,0,0,0,0,0,2794,2794,2794
12.12.2022 08:00 - 12.12.2022 09:00,0,0,0,0,0,0,2814,2814,2814
12.12.2022 09:00 - 12.12.2022 10:00,0,0,0,0,0,0,2761,2761,2761
12.12.2022 10:00 - 12.12.2022 11:00,0,0,0,0,0,0,2787,2787,2787
12.12.2022 11:00 - 12.12.2022 12:00,0,0,0,0,0,0,2683,2683,2683
12.12.2022 12:00 - 12.12.2022 13:00,0,0,0,0,0,0,2576,2576,2576
12.12.2022 13:00 - 12.12.2022 14:00,0,0,0,0,0,0,2459,2459,2459
12.12.2022 14:00 - 12.12.2022 15:00,0,0,0,0,0,0,2452,2452,2452
12.12.2022 15:00 - 12.12.2022 16:00,0,0,0,0,0,0,2435,2435,2435
12.12.2022 16:00 - 12.12.2022 17:00,0,0,0,0,0,0,2367,2367,2367
12.12.2022 17:00 - 12.12.2022 18:00,0,0,0,0,0,0,2333,2333,2333
12.12.2022 18:00 - 12.12.2022 19:00,0,0,0,0,0,0,2312,2312,2312
12.12.2022 19:00 - 12.12.2022 20:00,0,0,0,0,0,0,2231,2231,2231
12.12.2022 20:00 - 12.12.2022 21:00,0,0,0,0,0,0,2108,2108,2108
12.12.2022 21:00 - 12.12.2022 22:00,0,0,0,0,0,0,1914,1914,1914
12.12.2022 22:00 - 12.12.2022 23:00,0,0,0,0,0,0,1825,1825,1825
12.12.2022 23:00 - 13.12.2022 00:00,0,0,0,0,0,0,1744,1744,1744
